timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1584217734502,5718,Get games list,401,Unauthorized,Main thread Group 1-27,text,false,Test failed: code expected something using /200/	Test failed: code expected something using /201/	,573,195,156,156,http://test-api.d6.dev.devcaz.com/v2/games,5718,0,0
1584217734290,6062,Register player,201,Created,Main thread Group 1-18,text,true,,1228,1102,156,156,http://test-api.d6.dev.devcaz.com/v2/players,6062,0,0
1584217734402,5999,Log in,401,Unauthorized,Main thread Group 1-10,text,false,Test failed: code expected something using /200/	Test failed: code expected something using /201/	,332,359,156,156,http://test-api.d6.dev.devcaz.com/v2/oauth2/token,5999,0,0
1584217734287,6257,Register player,201,Created,Main thread Group 1-15,text,true,,1228,1102,155,155,http://test-api.d6.dev.devcaz.com/v2/players,6256,0,0
1584217734300,6305,Register player,201,Created,Main thread Group 1-4,text,true,,1228,1102,155,155,http://test-api.d6.dev.devcaz.com/v2/players,6305,0,0
1584217734319,6370,Register player,201,Created,Main thread Group 1-17,text,true,,1228,1102,155,155,http://test-api.d6.dev.devcaz.com/v2/players,6370,0,0
1584217734324,6392,Register player,201,Created,Main thread Group 1-12,text,true,,1228,1102,155,155,http://test-api.d6.dev.devcaz.com/v2/players,6392,0,0
1584217734816,5909,Register player,201,Created,Main thread Group 1-29,text,true,,1228,1102,155,155,http://test-api.d6.dev.devcaz.com/v2/players,5909,0,0
1584217734289,6445,Register player,201,Created,Main thread Group 1-9,text,true,,1228,1102,155,155,http://test-api.d6.dev.devcaz.com/v2/players,6445,0,0
1584217734310,6442,Register player,201,Created,Main thread Group 1-14,text,true,,1228,1102,155,155,http://test-api.d6.dev.devcaz.com/v2/players,6442,0,0
1584217734284,6517,Register player,201,Created,Main thread Group 1-11,text,true,,1228,1102,155,155,http://test-api.d6.dev.devcaz.com/v2/players,6517,0,0
1584217734852,6045,Register player,201,Created,Main thread Group 1-32,text,true,,1228,1102,155,155,http://test-api.d6.dev.devcaz.com/v2/players,6045,0,0
1584217734850,6168,Register player,201,Created,Main thread Group 1-30,text,true,,1228,1102,155,155,http://test-api.d6.dev.devcaz.com/v2/players,6168,0,0
1584217734867,6185,Register player,201,Created,Main thread Group 1-38,text,true,,1228,1102,155,155,http://test-api.d6.dev.devcaz.com/v2/players,6185,0,0
1584217734875,6209,Register player,201,Created,Main thread Group 1-33,text,true,,1228,1102,155,155,http://test-api.d6.dev.devcaz.com/v2/players,6209,0,0
1584217734845,6254,Register player,201,Created,Main thread Group 1-36,text,true,,1228,1102,155,155,http://test-api.d6.dev.devcaz.com/v2/players,6254,0,0
1584217734850,6250,Register player,201,Created,Main thread Group 1-34,text,true,,1228,1102,155,155,http://test-api.d6.dev.devcaz.com/v2/players,6250,0,0
1584217735190,5996,Register player,201,Created,Main thread Group 1-37,text,true,,1228,1102,155,155,http://test-api.d6.dev.devcaz.com/v2/players,5996,0,0
1584217734863,6375,Register player,201,Created,Main thread Group 1-35,text,true,,1228,1102,155,155,http://test-api.d6.dev.devcaz.com/v2/players,6375,0,0
